"sense_id";"lemma_id";"sense_def";"domain_id";"sense_synonym";"sense_antonym";"sense_varword";"sense_nearsyn";"sense_relword";"synset_id"
"06577701";"065777";"地方詞。中國城市名，位於東部沿海的港口，有東方明珠之稱。";NULL;NULL;NULL;NULL;NULL;NULL;"678"
"06577702";"065777";"專有名詞。治理上海的地方政府。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06577703";"065777";"普通名詞。上海的文化。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06619601";"066196";"搭乘有座位的交通工具。";NULL;NULL;NULL;NULL;NULL;NULL;"1776"
"06619602";"066196";"搭乘有座位的遊樂設施。";NULL;NULL;NULL;NULL;NULL;NULL;"1777"
"06570801";"065708";"地方詞。活動空間出入口的位置。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06570802";"065708";"地方詞。形狀像門，用於打開或關閉儲藏裝置的部件的開口處。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06570601";"065706";"返回主事者所屬的國家。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561001";"065610";"請求支援。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561002";"065610";"請他人解決自己的問題。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07011004";"070110";"普通名詞。大學中教授英文知識的教學研究單位。英文系所的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"2151"
"06541801";"065418";"普通名詞。植物的主要器官之一，主要用於繁殖，通常具有顏色鮮豔和形狀漂亮的花瓣。";"書面";NULL;NULL;NULL;NULL;"落英";"2354"
"06541802";"065418";"形容才能出眾且看起來有精神的。";NULL;NULL;NULL;NULL;NULL;"英才＠英姿＠英名";"db-checked"
"06541803";"065418";"普通名詞。才能出眾的人。";"書面";NULL;NULL;NULL;NULL;"精英";"db-checked"
"07010801";"070108";"將黏貼或緊密附著在物體上的片狀物取下。";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"07010802";"070108";"拿開用來覆蓋或遮擋的物品以顯露內容物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07010803";"070108";"在正式場合中將遮蔽在後述物品上的布拿開，通常象徵特定事件的開始。";NULL;NULL;NULL;NULL;NULL;"揭幕";"db-checked"
"07010804";"070108";"比喻將他人不想被人知道的事物說出，通常為負面。";NULL;NULL;NULL;NULL;NULL;NULL;"2846"
"07010805";"070108";"比喻公開宣告特定事件。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07010806";"070108";"主動察覺原來未知的後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"42"
"07010807";"070108";"比喻以手將後述具有指標性的代表物由低處拿高至眾人視線可及的地方，通常在比喻用法中與「旗」連用。";"書面";NULL;NULL;NULL;"舉起(0200)";"揭竿";"db-checked"
"07010701";"070107";"用利器將後述物體的表面劃成一道長的傷口。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07010702";"070107";"用利器將後述對象從主體分開。";NULL;NULL;NULL;NULL;"切1(0110)";"割草＠割稻＠割稻子";"db-checked"
"07010703";"070107";"進行形成雙眼皮的整型手術。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07010704";"070107";"比喻被迫由整體土地分出部分並將其所有權轉移。";NULL;NULL;NULL;NULL;NULL;"割地";"db-checked"
"07010705";"070107";"比喻結束原有的關係。";NULL;NULL;NULL;NULL;NULL;NULL;"2982"
"07010706";"070107";"用工具去除物體的一部分，使其顯現出後述的文字圖形或形狀。";NULL;NULL;NULL;NULL;NULL;NULL;"3172"
"06544401";"065444";"進行正式參觀交流。";NULL;NULL;NULL;NULL;NULL;"訪視＠訪查";"db-checked"
"06544402";"065444";"參觀拜訪後述對象。";"書面";NULL;NULL;NULL;NULL;NULL;"536"
"06544403";"065444";"為了收集而尋找後述對象。";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06562101";"065621";"水體往離開說話者的視線的方向移動。 ";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06562102";"065621";"比喻特定對象離開說話者的視線範圍。";"書面";NULL;NULL;NULL;NULL;NULL;"2964"
"06562103";"065621";"比喻特定感覺消失。";"書面";NULL;NULL;NULL;NULL;NULL;"2967"
"06562104";"065621";"比喻特定時段成為過去。";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06544404";"065444";"尋找後述對象並徵求其意見。";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06562105";"065621";"比喻生物失去生命。";"書面＠委婉用語";NULL;NULL;NULL;NULL;NULL;"2972"
"06544405";"065444";"以詢問的方式蒐集特定資訊。";NULL;NULL;NULL;NULL;NULL;"訪查＠訪員＠訪問＠訪問稿";"205"
"06563901";"065639";"伸出手拿取特定物品。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563902";"065639";"將頭伸出。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563903";"065639";"以身體部位的感官能力判斷後述狀態。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563904";"065639";"用細長的工具觸碰特定對象以獲取所需的訊息。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563905";"065639";"以言語或行為引起他人的反應，藉以了解他人的意圖。";NULL;NULL;NULL;NULL;NULL;NULL;"203"
"06563906";"065639";"尋找後述未確知存在的對象。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563907";"065639";"比喻研究未確知的議題。";NULL;NULL;NULL;NULL;NULL;NULL;"2976"
"06563908";"065639";"親身體驗特定地點的文化。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563909";"065639";"拜訪探望與自己住在不同地方的親友。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563910";"065639";"普通名詞。接尾詞。專門尋找線索以發掘被隱藏的真相的人。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563911";"065639";"普通名詞。接尾詞。被派到特定地點蒐集相關訊息的人，通常必須進入敵方所控制的區域。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06563912";"065639";"比喻指數或數值往低的標準逼近。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06564001";"065640";"在特定空間中建立新的後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06564002";"065640";"比喻在特定領域中建立新的後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06564003";"065640";"比喻在後述時段中建立新的後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06564004";"065640";"澄清後述負面說法或想法。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06560901";"065609";"故意引起爭端。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561301";"065613";"專有名詞。東漢建安七子之一，字文舉。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06565501";"065655";"攀爬山峰。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06565601";"065656";"輕鬆地在戶外行走。";NULL;NULL;NULL;NULL;NULL;NULL;"3826"
"06561701";"065617";"血液輸送到病患體內。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561601";"065616";"專有名詞。臺灣國產汽車公司之一，創辦人為嚴慶齡先生。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561602";"065616";"普通名詞。裕隆公司所生產的汽車。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06561603";"065616";"專有名詞。臺灣籃球隊之一，由裕隆公司所資助。";"籃球＠臺灣";NULL;NULL;NULL;NULL;NULL;"db-checked"
"07016901";"070169";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"06560201";"065602";"較有權力的人或機構要求他人去做後述事件。";NULL;NULL;NULL;NULL;"指示(0100)";"鬼使神差";"3823"
"06560202";"065602";"導致後述對象涉入後述事件。";NULL;NULL;NULL;NULL;NULL;NULL;"999"
"06560203";"065602";"使用後述工具。";NULL;NULL;NULL;NULL;NULL;NULL;"346"
"06560204";"065602";"付出金錢。";"方言";NULL;NULL;NULL;NULL;NULL;"78"
"06560205";"065602";"對目標物使用力氣。";NULL;NULL;NULL;NULL;NULL;"使勁";"987"
"06560206";"065602";"為特定目的而使用後述能力或特質。";NULL;NULL;NULL;NULL;NULL;"使性子＠使壞";"3087"
"06560207";"065602";"使用後述手段進行特定事件。";NULL;NULL;NULL;NULL;NULL;NULL;"347"
"06560208";"065602";"實現本身的性質或能力。";NULL;NULL;NULL;NULL;NULL;NULL;"791"
"06560209";"065602";"關聯連接詞。連接假設條件。";"書面";NULL;NULL;NULL;"苟能(0100)";NULL;"3912"
"06560210";"065602";"普通名詞。代表國家或政府到其他國家執行外交任務的官員。常用接尾詞。";NULL;NULL;NULL;NULL;NULL;"使者";"db-checked"
"06560211";"065602";"普通名詞。官名，古代政府特別派駐負責特定政務的官員。常用接尾詞。";NULL;NULL;NULL;NULL;NULL;"節度使";"db-checked"
"06560212";"065602";"代表國家或政府到其他國家執行外交任務。";"書面";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06619603";"066196";"容納後述的使用人數。";NULL;NULL;NULL;NULL;NULL;NULL;"788"
"06619604";"066196";"藉著後述對象的動力移動。";NULL;NULL;NULL;NULL;NULL;NULL;"3349"
"06619605";"066196";"比喻以後述對象為媒介進行特定事件。";NULL;NULL;NULL;NULL;NULL;NULL;"2769"
"06619606";"066196";"利用特定時機獲得競爭上的優勢。";NULL;NULL;NULL;NULL;NULL;NULL;"439"
"07014901";"070149";"用一個數對另一個數做乘法運算。";NULL;NULL;NULL;NULL;NULL;NULL;"3162"
"07015001";"070150";"把後述物體放進容器中，通常用於食物或液體。";NULL;NULL;NULL;NULL;NULL;NULL;"1703"
"07015002";"070150";"容器容納事物或容器所能容納事物的量。";NULL;NULL;NULL;NULL;NULL;NULL;"787"
"07015101";"070151";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"07015201";"070152";"中國古代以四匹馬拉的馬車的單位。";"文言";NULL;NULL;NULL;NULL;NULL;"db-checked"
"07015202";"070152";"計算中國古代以四匹馬拉的馬車的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07015203";"070152";"計算牲畜的單位，通常用於馬、牛等。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622001";"066220";"向主事者身體的方向施力，而使後述較重或不易移動的對象隨著主事者運動的方向運動。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622002";"066220";"用拖把或抹布清潔地板。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622003";"066220";"使附著在主體上的特定對象在主體後方隨著主體移動。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622004";"066220";"形容衣物下擺的延伸超過主體而在地面上。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622005";"066220";"形容比喻行進隊伍拉的很長。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622006";"066220";"比喻物體移動時所產生的物質或痕跡與物體緊密相連，形成一特定路徑。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229169";"052291";"與前述對象短暫碰面、問候。常與「照面」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101501";"071015";"消除後述負面狀態使其不存在。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229170";"052291";"故意裝糊塗或敷衍他人。常與「馬虎」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101502";"071015";"除去對特定對象的限制，使其恢復原本的狀態。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229171";"052291";"不自主由口鼻排出氣體，通常帶有聲音。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229172";"052291";"斷斷續續地閉目小睡。";NULL;NULL;NULL;NULL;NULL;NULL;"1854"
"07101503";"071015";"找到問題的答案或解決的方法。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101504";"071015";"普通名詞。問題的答案或解決的方法。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229173";"052291";"利用謎題提供的訊息來推測預先設定的答案。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229174";"052291";"以特定方式傳達後述口語訊息。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229175";"052291";"以毫無根據或漫無主題的方式溝通。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101505";"071015";"算出方程式中未知數的值。";"數學";NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229176";"052291";"收拾、整理包裹或行李。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229177";"052291";"坐著修練，通常盤腿，身體端正而放鬆，注意呼吸及意念，佛教、印度教等宗教或氣功當中的一種修練方式。";NULL;NULL;NULL;NULL;NULL;NULL;"753"
"07101506";"071015";"普通名詞。方程式中未知數的值。";"數學";NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229178";"052291";"搭乘有座位的交通工具。";"大陸";NULL;NULL;NULL;NULL;NULL;"1776"
"07101507";"071015";"解釋說明隱晦的後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101508";"071015";"清楚地知道。";NULL;NULL;NULL;NULL;NULL;NULL;"3060"
"07101509";"071015";"銀行收到特定款項後整筆交給其他行庫。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07101601";"071016";"動物排泄糞便或尿液。";NULL;NULL;NULL;NULL;NULL;NULL;"520"
"05229179";"052291";"利用電話裝置與人通話。";NULL;NULL;NULL;NULL;NULL;NULL;"451"
"05229180";"052291";"經由有線或無線，以編碼的方式傳送文字訊息。常與「電報」連用。";NULL;NULL;NULL;NULL;"發2(1020)＠發送(0301)＠送(1000)";NULL;"3308"
"05229181";"052291";"身體因受冷或受驚而發抖。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229182";"052291";"享用豐盛食物。常與「牙祭」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229183";"052291";"處理與他人發生訴訟的事件。常與「官司」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229184";"052291";"拿比較熟悉的事物來描述、解釋另一事件。";NULL;NULL;NULL;NULL;NULL;NULL;"1725"
"07101701";"071017";"限制特定對象的行動並將其送到特定地點。";NULL;NULL;NULL;NULL;NULL;"押解";"db-checked"
"07101801";"071018";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"05229185";"052291";"熄滅在特定對象上燃燒的火。常與「火」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"3095"
"05229186";"052291";"使特定對象燃燒。常與「火」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229187";"052291";"發展特定人際關係。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229188";"052291";"想辦法。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229189";"052291";"操控交通工具行進方向的器據以控制行進方向。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229190";"052291";"操控交通工具的變速器，使其變成後述檔位。常與「檔」連用。
";NULL;NULL;NULL;NULL;NULL;NULL;"1782"
"05229191";"052291";"寫出或畫出初稿。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229192";"052291";"設計成品生產前的樣品。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229193";"052291";"從事臨時性非專職工作。常與「工」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229194";"052291";"員工到達或離開工作崗位時，以機器記錄時間。常與「卡」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229195";"052291";"向上級呈述事件的理由或經過。常與「小報告」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229196";"052291";"向特定目標發射專為發射用的物體。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229197";"052291";"身體躺在地上翻滾。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05229198";"052291";"比喻從事特定活動。";NULL;NULL;NULL;NULL;NULL;NULL;"2877"
"05229199";"052291";"強行前述對象住到後述地點，使其失去行動自由。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622007";"066220";"比喻寫字時筆尖不離紙而形成特定筆跡。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622008";"066220";"比喻緩慢移動。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622009";"066220";"比喻前述對象對事件整體產生負面影響。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622010";"066220";"比喻使他人涉入特定事件，通常為負面。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622011";"066220";"比喻特定對象有後述負擔或責任。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622012";"066220";"形容讓事件比預定時間晚發生。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622013";"066220";"形容讓事件無法結束而持續進行。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622014";"066220";"拖延預定執行後述事件的時間以逃避責任。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06622015";"066220";"增加所發出聲音的時間長度。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06633401";"066334";"普通名詞。從事農業工作的人。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05136402";"051364";"普通名詞。有孫子的男子。";NULL;NULL;NULL;NULL;NULL;NULL;"2340"
"04044603";"040446";"表以言談中已確立的事件狀態進行。";NULL;NULL;NULL;NULL;NULL;NULL;"3404"
"05195613";"051956";"進行後述事件的時間比其他特定對象早。常用「早…一步」。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"05142002";"051420";"在言談行為中以客氣語氣請求對方接受。";NULL;NULL;NULL;NULL;NULL;NULL;"675"
"06531001";"065310";"普通名詞。處理事情或解決問題的方法。";NULL;NULL;NULL;NULL;NULL;NULL;"skipped"
"06531002";"065310";"普通名詞。進行特定事件所應遵守的法則。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06524701";"065247";"普通名詞。一學年中的其中一個部分。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06576601";"065766";"普通名詞。機關團體提供給成員暫時居住的房屋。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06576602";"065766";"地方詞。宿舍的建築物及建築物所在的位置。";NULL;NULL;NULL;NULL;NULL;NULL;"711"
"06585901";"065859";"普通名詞。形狀細而長的物體。常用接尾詞。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585902";"065859";"普通名詞。形狀細而長的物體的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585903";"065859";"計算形狀細而長的物體的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585904";"065859";"計算包裝成條狀並以整體販賣的物品的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585905";"065859";"計算盒裝香菸包裝成條狀販賣的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585906";"065859";"計算地面上長條型的建築物或自然景觀的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585907";"065859";"計算流體的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585908";"065859";"計算動物的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585909";"065859";"計算男子的單位。常與「漢」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585910";"065859";"計算身體部位的單位，用於四肢和尾巴。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585911";"065859";"計算動物性命的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585912";"065859";"計算人的心思意念的單位，常與「心」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585913";"065859";"普通名詞。以布為主要材質的衣物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585914";"065859";"普通名詞。以布為主要材質的衣物的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585915";"065859";"計算以布為主要材質的衣物的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585916";"065859";"計算船隻的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585917";"065859";"普通名詞。線狀物體或以線串成的物體。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585918";"065859";"普通名詞。線狀物體或以線串成的物體的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585919";"065859";"計算線狀物體的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585920";"065859";"普通名詞。顯示在特定平面上的線條或細長的紋路痕跡。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07058503";"070585";"普通名詞。鈴發出來的聲音。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07058504";"070585";"擬聲詞。模擬鈴聲。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07058505";"070585";"普通名詞。接尾詞。以鈴為形象製成的人造物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07058506";"070585";"普通名詞。中國童玩之一，用一細木連結兩個圓盤，將繩子繞在細木上，以雙手拉動繩子使其轉動的一種玩具。「扯鈴」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07045501";"070455";"普通名詞。接尾詞。用特定材料製成的動物形狀的物品。";NULL;NULL;NULL;NULL;NULL;"人偶＠木偶＠玩偶＠布偶";"db-checked"
"07102601";"071026";"普通名詞。能被二除盡的數。「偶數」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07102602";"071026";"普通名詞。動物社會中通常以繁衍後代為目的而共同生活的伙伴。";NULL;NULL;NULL;NULL;NULL;"配偶＠佳偶＠擇偶＠喪偶＠爭偶＠求偶";"db-checked"
"07102701";"071027";"表事件發生的頻率很低。";NULL;NULL;NULL;NULL;NULL;NULL;"3388"
"07103201";"071032";"代指說話者。";"俚語：臺灣";NULL;NULL;NULL;NULL;NULL;"103"
"07103202";"071032";"代指說話者所擁有的。";"俚語：臺灣";NULL;NULL;NULL;NULL;NULL;"106"
"07103301";"071033";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"06613501";"066135";"普通名詞。接尾詞。用在指人的名詞之後，表示複數。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06613502";"066135";"普通名詞。接尾詞。用在指人以外的名詞之後，表示複數。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06634801";"066348";"形容人或物的外表好看使觀者感到愉悅而讚賞的。";NULL;NULL;NULL;NULL;NULL;NULL;"1148"
"06634802";"066348";"形容比喻有良好的德性的。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06634803";"066348";"形容比喻可以引起他人愉悅情感的。";NULL;NULL;NULL;NULL;NULL;NULL;"1376"
"06634804";"066348";"形容比喻過於理想化而與現實脫節的。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06634805";"066348";"普通名詞。具有美麗外表的女子。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06634806";"066348";"普通名詞。所有美好的事物所共同擁有的特質。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07102101";"071021";"地方詞。世界五大洲之一，涵蓋南北兩大陸、西印度群島及所屬島嶼。「美洲」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07102201";"071022";"地方詞。國名，北美洲中部的國家，位於加拿大、墨西哥之間，共有五十州。「美國」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07102202";"071022";"專有名詞。治理美國的政府。「美國」的縮寫。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07062901";"070629";"擁有或具備後述特質。";NULL;NULL;NULL;NULL;NULL;NULL;"1779"
"07062902";"070629";"將不應該有的成分補充到主要成分中。";"方言";NULL;NULL;NULL;NULL;NULL;"db-checked"
"07102301";"071023";"接受他人的過錯，並且不追究。";NULL;NULL;NULL;NULL;NULL;NULL;"1746"
"07102302";"071023";"關聯連接詞。連接不影響後述事實的條件，隱含讓步，常與「但、卻」連用。";"方言";NULL;NULL;NULL;"即使(0100)＠就算(0100)＠縱然(0100)＠縱使(0100)＠就是(0300)＠便是(0400)＠即便(0100)＠即令(0100)＠縱3(0130)";NULL;"3906"
"07102401";"071024";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"06764101";"067641";"普通名詞。組成電腦實體的部件。";"電腦";NULL;NULL;NULL;NULL;NULL;"db-checked"
"06764102";"067641";"普通名詞。建築物及其內部的實體設備。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07103901";"071039";"地方詞。位在亞洲大陸，阿爾泰山、北山、賀蘭山、陰山、大興安嶺中的區域。「蒙古」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07103902";"071039";"專有名詞。東北亞的主要民族之一，為蒙古國的主要民族，在中國的內蒙古自治區和新疆及其鄰近省份與俄羅斯也有分佈。「蒙古族」的縮寫。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07103903";"071039";"普通名詞。蒙古的文化。「蒙古」的簡省。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07103904";"071039";"普通名詞。蒙古人的文字和語言。";NULL;NULL;NULL;NULL;NULL;NULL;"2607"
"04078502";"040785";"地方詞。市議會的建築物及建築物所在的位置。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07017002";"070170";"專有名詞。清朝的國號或政權。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06534901";"065349";"時間詞。中國朝代名，西元1636年至西元1912年，清太宗皇太極所建。";NULL;NULL;NULL;NULL;NULL;NULL;"1870"
"06534902";"065349";"專有名詞。滿人建立的政權。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098901";"070989";"地方詞。位於青藏高原之上，比鄰尼泊爾、不丹及印度等地，現為中華人民共和國的自治區之一。「西藏」的縮寫。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098902";"070989";"專有名詞。中國境內的少數民族之一，主要聚居在青藏高原，四川、青海、甘肅、雲南等省也有分怖，舊稱吐蕃。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098903";"070989";"普通名詞。西藏的文化。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098904";"070989";"普通名詞。藏族人的文字和語言。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098801";"070988";"普通名詞。佛教典籍的總稱。常用接尾詞。";"宗教";NULL;NULL;NULL;NULL;NULL;"db-checked"
"07098701";"070987";"專有名詞。姓。";NULL;NULL;NULL;NULL;NULL;NULL;"920"
"06540501";"065405";"主事者不讓自己被發現。";NULL;NULL;NULL;NULL;NULL;NULL;"32"
"06540502";"065405";"存放特定對象。";NULL;NULL;NULL;NULL;NULL;"冬藏＠儲藏＠冷藏＠貯藏";"db-checked"
"06585921";"065859";"計算顯示在特定平面上的線條或細長的紋路痕跡的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585922";"065859";"普通名詞。細長的紋路或痕跡。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"06585923";"065859";"普通名詞。特定行進路徑。";NULL;NULL;NULL;NULL;NULL;NULL;"2491"
"06585924";"065859";"計算行進的路線的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
