"lemma_id";"cwn_pinyin";"cwn_zhuyin";"lemma_sno";"lemma_type";"meet_date"
"051447";"lao3 shi4";"ㄌㄠˇ　ㄕˋ";"1";"老是";"2006/5/24 00:00:00"
"051449";"hai2 ke3 yi3";"ㄏㄞˊ　ㄎㄜˇ　ㄧˇ";"1";"還可以";"2006/5/24 00:00:00"
"051450";"hang2";"ㄏㄤˊ";"1";"行";"2006/8/30 00:00:00"
"051451";"shuo1 bu4 ding4";"ㄕㄨㄛ　ㄅㄨˋ　ㄉㄧㄥˋ";"1";"說不定";"2006/3/22 00:00:00"
"051452";"shi4";"ㄕˋ";"1";"式";"2006/10/4 00:00:00"
"051454";"zhi1 fu4";"ㄓ　ㄈㄨˋ";"1";"支付";"2005/9/14 00:00:00"
"051455";"ze2";"ㄗㄜˊ";"1";"則";"2006/8/30 00:00:00"
"051456";"ban1";"ㄅㄢ";"1";"班";"2006/6/21 00:00:00"
"051457";"dai4 gei3";"ㄉㄞˋ　ㄍㄟˇ";"1";"帶給";"2005/7/20 00:00:00"
"051458";"bu4 jian4 de2";"ㄅㄨˋ　ㄐㄧㄢˋ　ㄉㄜˊ";"1";"不見得";"2006/5/24 00:00:00"
"051459";"fou3 ren4";"ㄈㄡˇ　ㄖㄣˋ";"1";"否認";"2005/11/4 00:00:00"
"051460";"chuan2 song4";"ㄔㄨㄢˊ　ㄙㄨㄥˋ";"1";"傳送";"2005/8/17 00:00:00"
"051463";"jian1";"ㄐㄧㄢ";"1";"兼";"2005/8/17 00:00:00"
"051464";"shi2 yan4";"ㄕˊ　ㄧㄢˋ";"1";"實驗";"2005/9/14 00:00:00"
"051465";"nan2 guo4";"ㄋㄢˊ　ㄍㄨㄛˋ";"1";"難過";"2005/8/26 00:00:00"
"051466";"tou4 lu4 (tou4 lou4)";"ㄊㄡˋ　ㄌㄨˋ　（ㄊㄡˋ　ㄌㄡˋ）";"1";"透露";"2005/9/14 00:00:00"
"051467";"gai3 wei2";"ㄍㄞˇ　ㄨㄟˊ";"1";"改為";"2005/12/28 00:00:00"
"051468";"fan3 xing3";"ㄈㄢˇ　ㄒㄧㄥˇ";"1";"反省";"2005/9/14 00:00:00"
"051469";"yu4 ding4";"ㄩˋ　ㄉㄧㄥˋ";"1";"預定";"2005/12/28 00:00:00"
"051471";"xiang3 qi3";"ㄒㄧㄤˇ　ㄑㄧˇ";"1";"想起";"2005/12/9 00:00:00"
"051472";"kang4 yi4";"ㄎㄤˋ　ㄧˋ";"1";"抗議";"2005/9/14 00:00:00"
"051473";"xian3 de5";"ㄒㄧㄢˇ　ㄉㄜ˙";"1";"顯得";"2006/1/13 00:00:00"
"051474";"dao3 zhi4";"ㄉㄠˇ　ㄓˋ";"1";"導致";"2006/3/22 00:00:00"
"051475";"li4 ke4";"ㄌㄧˋ　ㄎㄜˋ";"1";"立刻";"2005/7/1 00:00:00"
"051476";"du4";"ㄉㄨˋ";"1";"度";"2006/11/15 00:00:00"
"051477";"gang1";"ㄍㄤ";"1";"剛";"2006/8/11 00:00:00"
"051478";"zhu2 jian4";"ㄓㄨˊ　ㄐㄧㄢˋ";"1";"逐漸";"2006/3/22 00:00:00"
"051479";"zuo4";"ㄗㄨㄛˋ";"1";"座";"2006/5/24 00:00:00"
"051480";"kuai4";"ㄎㄨㄞˋ";"1";"塊";"2006/7/19 00:00:00"
"051481";"duan4";"ㄉㄨㄢˋ";"1";"段";"2006/10/4 00:00:00"
"051482";"de2";"ㄉㄜˊ";"1";"得";"2009/1/16 00:00:00"
"051484";"zhi3 yao4";"ㄓˇ　ㄧㄠˋ";"1";"只要";"2006/5/24 00:00:00"
"051485";"ruo4";"ㄖㄨㄛˋ";"1";"若";"2006/7/7 00:00:00"
"051490";"ling4 mei4";"ㄌㄧㄥˋ　ㄇㄟˋ";"1";"令妹";"2005/8/10 00:00:00"
"051491";"guan1 ren2";"ㄍㄨㄢ　ㄖㄣˊ";"1";"官人";"2005/8/10 00:00:00"
"051492";"jia1 xiong1";"ㄐㄧㄚ　ㄒㄩㄥ";"1";"家兄";"2005/8/10 00:00:00"
"051493";"jin4 shu4";"ㄐㄧㄣˋ　ㄕㄨˋ";"1";"盡數";"2005/7/29 00:00:00"
"051494";"tai4 shen4";"ㄊㄞˋ　ㄕㄣˋ";"1";"太甚";"2005/7/29 00:00:00"
"051495";"bi4 xia4";"ㄅㄧˋ　ㄒㄧㄚˋ";"1";"陛下";"2005/8/10 00:00:00"
"051496";"zhi2 yan2 zhi1";"ㄓˊ　ㄧㄢˊ　ㄓ";"1";"質言之";"2005/7/29 00:00:00"
"051497";"da4 duo1";"ㄉㄚˋ　ㄉㄨㄛ";"1";"大多";"2006/6/7 00:00:00"
"051498";"jia1 mu3";"ㄐㄧㄚ　ㄇㄨˇ";"1";"家母";"2006/2/10 00:00:00"
"051499";"zong3 gua4 lai2 shuo1";"ㄗㄨㄥˇ　ㄍㄨㄚ　ㄌㄞˊ　ㄕㄨㄛ";"1";"總括來說";"2005/7/29 00:00:00"
"051500";"qie4 shen1";"ㄑㄧㄝˋ　ㄕㄣ";"1";"妾身";"2005/8/10 00:00:00"
"051501";"zhao4 dao4 li3 shuo1";"ㄓㄠˋ　ㄉㄠˋ　ㄌㄧˇ　ㄕㄨㄛ";"1";"照道理說";"2005/6/17 00:00:00"
"051502";"chen2 xia4";"ㄔㄣˊ　ㄒㄧㄚˋ";"1";"臣下";"2005/8/10 00:00:00"
"051503";"wu4 shi3";"ㄨˋ　ㄕˇ";"1";"務使";"2005/7/29 00:00:00"
"051504";"pi3 di2";"ㄆㄧˇ　ㄉㄧˊ";"1";"匹敵";"2005/7/29 00:00:00"
"051505";"zhen4";"ㄓㄣˋ";"1";"朕";"2005/8/10 00:00:00"
"051506";"yu4 yi4";"ㄩˋ　ㄧˋ";"1";"愈益";"2005/7/29 00:00:00"
"051507";"bu4 jin4 ran2";"ㄅㄨˋ　ㄐㄧㄣˋ　ㄖㄢˊ";"1";"不盡然";"2005/9/9 00:00:00"
"051508";"ru2 ruo4";"ㄖㄨˊ　ㄖㄨㄛˋ";"1";"如若";"2005/7/29 00:00:00"
"051509";"guan3 bu4 zhao2";"ㄍㄨㄢˇ　ㄅㄨˋ　ㄓㄠˊ";"1";"管不著";"2005/9/30 00:00:00"
"051510";"ban4 xin4 ban4 yi2";"ㄅㄢˋ　ㄒㄧㄣˋ　ㄅㄢˋ　ㄧˊ";"1";"半信半疑";"2005/8/10 00:00:00"
"051511";"ji2 ji2 yu2";"ㄐㄧˊ　ㄐㄧˊ　ㄩˊ";"1";"汲汲於";"2005/9/30 00:00:00"
"051512";"jie4 su4";"ㄐㄧㄝˋ　ㄙㄨˋ";"1";"借宿";"2006/2/24 00:00:00"
"051513";"jie1 guo4 lai2";"ㄐㄧㄝ　ㄍㄨㄛˋ　ㄌㄞˊ";"1";"接過來";"2006/6/7 00:00:00"
"051514";"ti2 qing3";"ㄊㄧˊ　ㄑㄧㄥˇ";"1";"提請";"2006/6/7 00:00:00"
"051515";"zhao4 ban4";"ㄓㄠˋ　ㄅㄢˋ";"1";"照辦";"2006/6/7 00:00:00"
"051516";"gan3 jin4 sha1 jue2";"ㄍㄢˇ　ㄐㄧㄣˋ　ㄕㄚ　ㄐㄩㄝ";"1";"趕盡殺絕";"2005/8/10 00:00:00"
"051517";"jiao3";"ㄐㄧㄠˇ";"1";"攪";"2005/11/4 00:00:00"
"051518";"pai4 jun1";"ㄆㄞˋ　ㄐㄩㄣ";"1";"派軍";"2006/1/4 00:00:00"
"051519";"qi3 qiu2";"ㄑㄧˇ　ㄑㄧㄡˊ";"1";"乞求";"2006/6/7 00:00:00"
"051520";"tui1 ju3";"ㄊㄨㄟ　ㄐㄩˇ";"1";"推舉";"2006/6/7 00:00:00"
"051521";"yin3 de2";"ㄧㄣˇ　ㄉㄜˊ";"1";"引得";"2006/6/7 00:00:00"
"051522";"re3 de0";"ㄖㄜˇ　ㄉㄜ˙";"1";"惹得";"2006/6/7 00:00:00"
"051524";"lai4 yi3";"ㄌㄞˋ　ㄧˇ";"1";"賴以";"2006/6/7 00:00:00"
"051525";"qiu2 rao2";"ㄑㄧㄡˊ　ㄖㄠˊ";"1";"求饒";"2006/6/7 00:00:00"
"051526";"ji4 yu3";"ㄐㄧˋ　ㄩˇ";"1";"寄予";"2006/6/7 00:00:00"
"051527";"zhuan3 song4";"ㄓㄨㄢˇ　ㄙㄨㄥˋ";"1";"轉送";"2005/12/21 00:00:00"
"051528";"gong1 zhu1 yu2 shi4";"ㄍㄨㄥ　ㄓㄨ　ㄩˊ　ㄕˋ";"1";"公諸於世";"2005/11/23 00:00:00"
"051529";"li3 fa3";"ㄌㄧˇ　ㄈㄚˇ";"1";"理髮";"2005/12/21 00:00:00"
"051530";"qian3 song4";"ㄑㄧㄢˇ　ㄙㄨㄥˋ";"1";"遣送";"2006/6/7 00:00:00"
"051532";"zha4 pian4";"ㄓㄚˋ　ㄆㄧㄢˋ";"1";"詐騙";"2006/6/7 00:00:00"
"051533";"fen4 wai4";"ㄈㄣˋ　ㄨㄞˋ";"1";"分外";"2006/6/7 00:00:00"
"051534";"ji4 guo4";"ㄐㄧˋ　ㄍㄨㄛˋ";"1";"記過";"2005/9/30 00:00:00"
"051535";"ding1";"ㄉㄧㄥ";"1";"丁";"2006/6/7 00:00:00"
"051536";"cheng2 zu1";"ㄔㄥˊ　ㄗㄨ";"1";"承租";"2006/6/7 00:00:00"
"051538";"cun2 dang3";"ㄘㄨㄣˊ　ㄉㄤˇ";"1";"存檔";"2005/12/21 00:00:00"
"051539";"jie4 lai2";"ㄐㄧㄝˋ　ㄌㄞˊ";"1";"借來";"2006/6/7 00:00:00"
"051541";"ke3 zi1";"ㄎㄜˇ　ㄗ";"1";"可資";"2006/9/6 00:00:00"
"051543";"shou4";"ㄕㄡˋ";"1";"授";"2006/7/5 00:00:00"
"051544";"hua4 fen1 wei2";"ㄏㄨㄚˋ　ㄈㄣ　ㄨㄟˊ";"1";"劃分為";"2006/1/4 00:00:00"
"051545";"chu1 qian2";"ㄔㄨ　ㄑㄧㄢˊ";"1";"出錢";"2006/2/24 00:00:00"
"051546";"bu4 ju2";"ㄅㄨˋ　ㄐㄩˊ";"1";"佈局";"2006/7/21 00:00:00"
"051537";"guo4 duo1";"ㄍㄨㄛˋ　ㄉㄨㄛ";"1";"過多";"2006/7/21 00:00:00"
"051540";"jin3 zhi3";"ㄐㄧㄣˇ　ㄓˇ";"1";"僅只";"2006/7/21 00:00:00"
"051523";"mian3 qiang3";"ㄇㄧㄢˇ　ㄑㄧㄤˇ";"1";"勉強";"2006/7/21 00:00:00"
"051542";"shi4 gu4";"ㄕˋ　ㄍㄨˋ";"1";"是故";"2006/7/21 00:00:00"
"051531";"wei4 zhi1";"ㄨㄟˋ　ㄓ";"1";"為之";"2006/8/23 00:00:00"
"051547";"zhi2 ban1";"ㄓˊ　ㄅㄢ";"1";"值班";"2006/2/24 00:00:00"
"051549";"gai4 zhang1";"ㄍㄞˋ　ㄓㄤ";"1";"蓋章";"2006/2/24 00:00:00"
"051550";"zhuan3 zhang4";"ㄓㄨㄢˇ　ㄓㄤˋ";"1";"轉帳";"2005/12/21 00:00:00"
"051551";"cheng2 xing2";"ㄔㄥˊ　ㄒㄧㄥˊ";"2";"成行";"2006/7/5 00:00:00"
"051552";"zou3 lai2 zou3 qu4";"ㄗㄡˇ　ㄌㄞˊ　ㄗㄡˇ　ㄑㄩˋ";"1";"走來走去";"2005/11/4 00:00:00"
"051553";"tui4 huan2";"ㄊㄨㄟˋ　ㄏㄨㄢˊ";"1";"退還";"2006/7/5 00:00:00"
"051554";"ke3 qiu2";"ㄎㄜˇ　ㄑㄧㄡˊ";"1";"渴求";"2006/7/5 00:00:00"
"051555";"zhuang4 qiu2";"ㄓㄨㄤˋ　ㄑㄧㄡˊ";"1";"撞球";"2005/12/21 00:00:00"
"051556";"ting1 jiang3";"ㄊㄧㄥ　ㄐㄧㄤˇ";"1";"聽講";"2006/7/5 00:00:00"
"051557";"ya3 yun4 hui4";"ㄧㄚˇ　ㄩㄣˋ　ㄏㄨㄟˋ";"1";"亞運會";"2006/1/4 00:00:00"
"051558";"qing1 ting2";"ㄑㄧㄥ　ㄊㄧㄥˊ";"1";"清廷";"2006/1/4 00:00:00"
"051559";"lu2";"ㄌㄨˊ";"1";"盧";"2006/1/4 00:00:00"
"051560";"jia1 zhu1";"ㄐㄧㄚ　ㄓㄨ";"1";"加諸";"2006/7/5 00:00:00"
"051561";"xun4 dao3";"ㄒㄩㄣˋ　ㄉㄠˇ";"1";"訓導";"2006/7/5 00:00:00"
"051562";"yi2 liu2";"ㄧˊ　ㄌㄧㄡˊ";"1";"遺留";"2006/7/5 00:00:00"
"051563";"wen2";"ㄨㄣˊ";"1";"文";"2006/1/4 00:00:00"
"051564";"cheng2 ji1 (cheng4 ji1)";"ㄔㄥˊ　ㄐㄧ　（ㄔㄥˋ　ㄐㄧ）";"1";"乘機";"2006/7/5 00:00:00"
"051565";"shun4";"ㄕㄨㄣˋ";"1";"舜";"2006/1/4 00:00:00"
"051566";"tan2 xing4";"ㄊㄢˊ　ㄒㄧㄥˋ";"1";"彈性";"2006/7/5 00:00:00"
"051567";"shao3 xu3";"ㄕㄠˇ　ㄒㄩˇ";"1";"少許";"2005/11/23 00:00:00"
"051568";"si1 you3";"ㄙ　ㄧㄡˇ";"1";"私有";"2005/12/21 00:00:00"
"051569";"yue4 zhan4";"ㄩㄝˋ　ㄓㄢˋ";"1";"越戰";"2006/1/4 00:00:00"
"051571";"you3 dian3 er2";"ㄧㄡˇ　ㄉㄧㄢˇ　ㄦˊ";"1";"有點兒";"2005/9/9 00:00:00"
"051573";"yi4 kou3 tong2 sheng1";"ㄧˋ　ㄎㄡˇ　ㄊㄨㄥˊ　ㄕㄥ";"1";"異口同聲";"2005/8/10 00:00:00"
"051574";"su1 dong1 po1";"ㄙㄨ　ㄉㄨㄥ　ㄆㄛ";"1";"蘇東坡";"2006/1/4 00:00:00"
"051576";"tang2";"ㄊㄤˊ";"1";"唐";"2006/1/4 00:00:00"
"051577";"zhan3 zhuan3";"ㄓㄢˇ　ㄓㄨㄢˇ";"1";"輾轉";"2006/7/5 00:00:00"
"051578";"he2 qi2";"ㄏㄜˊ　ㄑㄧˊ";"1";"何其";"2005/8/24 00:00:00"
"051579";"zhao4 li3";"ㄓㄠˋ　ㄌㄧˇ";"1";"照理";"2005/7/29 00:00:00"
"051580";"wu2 suo3 shi4 cong2";"ㄨˊ　ㄙㄨㄛˇ　ㄕˋ　ㄘㄨㄥˊ";"1";"無所適從";"2005/8/10 00:00:00"
"051581";"tong2 ban1";"ㄊㄨㄥˊ　ㄅㄢ";"1";"同班";"2006/1/4 00:00:00"
"051582";"dang1 shang4";"ㄉㄤ　ㄕㄤˋ";"1";"當上";"2005/11/4 00:00:00"
"051584";"bu4 qing1";"ㄅㄨˋ　ㄑㄧㄥ";"1";"不清";"2005/9/9 00:00:00"
"051585";"he2 er2 wei2 yi1";"ㄏㄜˊ　ㄦˊ　ㄨㄟˊ　ㄧ";"1";"合而為一";"2005/8/10 00:00:00"
"051586";"xing4 gan3";"ㄒㄧㄥˋ　ㄍㄢˇ";"1";"性感";"2005/8/24 00:00:00"
"051587";"yao4 bu4";"ㄧㄠˋ　ㄅㄨˋ";"1";"要不";"2005/7/1 00:00:00"
"051588";"xue3 bai2";"ㄒㄩㄝˇ　ㄅㄞˊ";"1";"雪白";"2005/7/29 00:00:00"
"051589";"luo4 bai4";"ㄌㄨㄛˋ　ㄅㄞˋ";"1";"落敗";"2005/7/29 00:00:00"
"051590";"nan2 shou4";"ㄋㄢˊ　ㄕㄡˋ";"1";"難受";"2005/7/29 00:00:00"
"051591";"zai4 shi4";"ㄗㄞˋ　ㄕˋ";"1";"在世";"2005/7/29 00:00:00"
"051592";"wang4";"ㄨㄤˋ";"1";"旺";"2005/8/24 00:00:00"
"051593";"pi2 bei4";"ㄆㄧˊ　ㄅㄟˋ";"1";"疲憊";"2005/7/29 00:00:00"
"051594";"bian3 zhi2";"ㄅㄧㄢˇ　ㄓˊ";"1";"貶值";"2005/11/4 00:00:00"
"051595";"huan3";"ㄏㄨㄢˇ";"1";"緩";"2005/9/30 00:00:00"
"051596";"wei4 wei2";"ㄨㄟˋ　ㄨㄟˊ";"1";"蔚為";"2006/8/23 00:00:00"
"051597";"cheng1 zuo4";"ㄔㄥ　ㄗㄨㄛˋ";"1";"稱做";"2005/8/24 00:00:00"
"051598";"wei2 ti2";"ㄨㄟˊ　ㄊㄧˊ";"1";"為題";"2005/11/23 00:00:00"
"051599";"sha2";"ㄕㄚˊ";"1";"啥";"2005/8/10 00:00:00"
"051583";"lei2 tong2";"ㄌㄟˊ　ㄊㄨㄥˊ";"1";"雷同";"2006/7/21 00:00:00"
"051548";"jin4 jie1";"ㄐㄧㄣˋ　ㄐㄧㄝ";"1";"進階";"2006/7/21 00:00:00"
"051572";"zhi3 yao4";"ㄓˇ　ㄧㄠˋ";"1";"祇要";"2006/7/21 00:00:00"
"051570";"shuang1 ceng2";"ㄕㄨㄤ　ㄘㄥˊ";"1";"雙層";NULL
"051600";"wei2 xian4";"ㄨㄟˊ　ㄒㄧㄢˋ";"1";"為限";"2005/11/23 00:00:00"
"051601";"huo3 li4";"ㄏㄨㄛˇ　ㄌㄧˋ";"1";"火力";"2006/9/6 00:00:00"
"051602";"leng3 zhan4";"ㄌㄥˇ　ㄓㄢˋ";"1";"冷戰";"2006/1/4 00:00:00"
"051603";"zheng4 jian4";"ㄓㄥˋ　ㄐㄧㄢˋ";"1";"政見";"2005/8/24 00:00:00"
"051605";"shuo1 ming2 shu1";"ㄕㄨㄛ　ㄇㄧㄥˊ　ㄕㄨ";"1";"說明書";"2005/8/24 00:00:00"
"051608";"shi3 ming4 gan3";"ㄕˇ　ㄇㄧㄥˋ　ㄍㄢˇ";"1";"使命感";"2006/6/7 00:00:00"
"051610";"jiao4 zhi2";"ㄐㄧㄠˋ　ㄓˊ";"1";"教職";"2005/8/24 00:00:00"
"051611";"xiang3 nian4";"ㄒㄧㄤˇ　ㄋㄧㄢˋ";"1";"想念";"2005/12/21 00:00:00"
"051612";"yin2";"ㄧㄣˊ";"1";"銀";"2005/8/24 00:00:00"
"051613";"jing3 tan4";"ㄐㄧㄥˇ　ㄊㄢˋ";"1";"警探";"2005/8/24 00:00:00"
"051615";"tuo1 yan2";"ㄊㄨㄛ　ㄧㄢˊ";"1";"拖延";"2006/6/28 00:00:00"
"051616";"shen1 xin4";"ㄕㄣ　ㄒㄧㄣˋ";"1";"深信";"2006/1/4 00:00:00"
"051617";"xie1 xu3";"ㄒㄧㄝ　ㄒㄩˇ";"1";"些許";"2005/11/23 00:00:00"
"051618";"zhu4 cheng1";"ㄓㄨˋ　ㄔㄥ";"1";"著稱";"2006/1/4 00:00:00"
"051619";"wei2 you2";"ㄨㄟˊ　ㄧㄡˊ";"1";"為由";"2005/11/23 00:00:00"
"051620";"mu3";"ㄇㄨˇ";"1";"母";"2005/7/13 00:00:00"
"051621";"chong1 jing3";"ㄔㄨㄥ　ㄐㄧㄥˇ";"1";"憧憬";"2006/11/29 00:00:00"
"051622";"bao3 song4";"ㄅㄠˇ　ㄙㄨㄥˋ";"1";"保送";"2005/9/30 00:00:00"
"051623";"tong3 he2";"ㄊㄨㄥˇ　ㄏㄜˊ";"1";"統合";"2006/9/6 00:00:00"
"051625";"dian3 dian3";"ㄉㄧㄢˇ　ㄉㄧㄢˇ";"1";"點點";"2005/11/23 00:00:00"
"051626";"pai4 chu1";"ㄆㄞˋ　ㄔㄨ";"1";"派出";"2006/6/28 00:00:00"
"051627";"pao3 qu4";"ㄆㄠˇ　ㄑㄩˋ";"1";"跑去";"2006/6/28 00:00:00"
"051629";"he2 chang4";"ㄏㄜˊ　ㄔㄤˋ";"1";"合唱";"2005/9/30 00:00:00"
"051631";"hui4 tong2";"ㄏㄨㄟˋ　ㄊㄨㄥˊ";"1";"會同";"2006/9/6 00:00:00"
"051632";"yi1 lai2";"ㄧ　ㄌㄞˊ";"1";"一來";"2005/9/9 00:00:00"
"051633";"xiang3 yong4";"ㄒㄧㄤˇ　ㄩㄥˋ";"1";"享用";"2006/6/28 00:00:00"
"051635";"ji1 du2";"ㄐㄧ　ㄉㄨˊ";"1";"機讀";"2005/11/4 00:00:00"
"051636";"ji2 xing4";"ㄐㄧˊ　ㄒㄧㄥˋ";"1";"急性";"2006/7/21 00:00:00"
"051637";"li4 xing2";"ㄌㄧˋ　ㄒㄧㄥˊ";"1";"例行";"2006/7/21 00:00:00"
"051638";"ju4 yuan4";"ㄐㄩˋ　ㄩㄢˋ";"1";"劇院";"2005/8/3 00:00:00"
"051639";"ji2 yi3";"ㄐㄧˊ　ㄧˇ";"1";"即已";"2006/8/23 00:00:00"
"051640";"da4 ban4";"ㄉㄚˋ　ㄅㄢˋ";"1";"大半";"2006/6/28 00:00:00"
"051641";"dan1 you1";"ㄉㄢ　ㄧㄡ";"1";"擔憂";"2005/11/4 00:00:00"
"051642";"hao3 lai2 wu4";"ㄏㄠˇ　ㄌㄞˊ　ㄨˋ";"1";"好萊塢";"2005/8/24 00:00:00"
"051644";"ban3 qiao2";"ㄅㄢˇ　ㄑㄧㄠˊ";"1";"板橋";"2005/10/28 00:00:00"
"051646";"bian4 yu2";"ㄅㄧㄢˋ　ㄩˊ";"1";"便於";"2006/6/28 00:00:00"
"051647";"ye4 shi4";"ㄧㄝˋ　ㄕˋ";"1";"夜市";"2005/8/24 00:00:00"
"051648";"cheng2 da4";"ㄔㄥˊ　ㄉㄚˋ";"1";"成大";"2005/8/24 00:00:00"
"051649";"zhou1";"ㄓㄡ";"1";"州";"2006/7/5 00:00:00"
"051651";"mu4 du3";"ㄇㄨˋ　ㄉㄨˇ";"1";"目睹";"2006/1/4 00:00:00"
"051653";"nao3 hai3";"ㄋㄠˇ　ㄏㄞˇ";"1";"腦海";"2006/1/4 00:00:00"
"051654";"jiu4 ci3";"ㄐㄧㄡˋ　ㄘˇ";"1";"就此";"2006/11/29 00:00:00"
"051655";"shen1 si1";"ㄕㄣ　ㄙ";"1";"深思";"2006/1/4 00:00:00"
"051656";"ji4 you3";"ㄐㄧˋ　ㄧㄡˇ";"1";"計有";"2006/1/4 00:00:00"
"051658";"zhu2 nian2";"ㄓㄨˊ　ㄋㄧㄢˊ";"1";"逐年";"2006/1/4 00:00:00"
"051659";"xian3";"ㄒㄧㄢˇ";"1";"顯";"2006/7/19 00:00:00"
"051609";"pou3 xi1 (po3 xi1)";"ㄆㄡˇ　ㄒㄧ　（ㄆㄛˇ　ㄒㄧ）";"1";"剖析";"2006/7/21 00:00:00"
"051650";"yi1 bing4";"ㄧ　ㄅㄧㄥˋ";"1";"一併";"2006/7/21 00:00:00"
"051624";"zai4 ru4";"ㄗㄞˋ　ㄖㄨˋ";"1";"載入";"2006/7/21 00:00:00"
"051628";"zheng3 zhi4";"ㄓㄥˇ　ㄓˋ";"1";"整治";"2006/7/21 00:00:00"
"051607";"yong4 shui3";"ㄩㄥˋ　ㄕㄨㄟˇ";"1";"用水";"2006/7/21 00:00:00"
"051604";"cai3 fang3";"ㄘㄞˇ　ㄈㄤˇ";"1";"採訪";"2006/7/19 00:00:00"
"051630";"chang2 tu2";"ㄔㄤˊ　ㄊㄨˊ";"1";"長途";"2006/7/19 00:00:00"
"051645";"dian4 tang2";"ㄉㄧㄢˋ　ㄊㄤˊ";"1";"殿堂";"2006/7/19 00:00:00"
"051606";"quan2 ze2";"ㄑㄩㄢˊ　ㄗㄜˊ";"1";"權責";"2006/7/19 00:00:00"
"051660";"tang2";"ㄊㄤˊ";"1";"堂";"2005/11/23 00:00:00"
"051661";"fan3 dao4";"ㄈㄢˇ　ㄉㄠˋ";"1";"反倒";"2006/8/23 00:00:00"
"051662";"lao3";"ㄌㄠˇ";"1";"老";"2005/10/14 00:00:00"
"051664";"gu4";"ㄍㄨˋ";"1";"顧";"2006/9/13 00:00:00"
"051666";"si1 xia4";"ㄙ　ㄒㄧㄚˋ";"1";"私下";"2005/12/21 00:00:00"
"051667";"e2 wai4";"ㄜˊ　ㄨㄞˋ";"1";"額外";"2005/12/21 00:00:00"
"051668";"shuo1 qi3";"ㄕㄨㄛ　ㄑㄧˇ";"1";"說起";NULL
"051634";"qing1 chu2";"ㄑㄧㄥ　ㄔㄨˊ";"1";"清除";"2006/6/28 00:00:00"
"051670";"ci3 hou4";"ㄘˇ　ㄏㄡˋ";"1";"此後";"2006/6/28 00:00:00"
"051671";"di4";"ㄉㄧˋ";"1";"第";"2006/8/23 00:00:00"
"051672";"bu4 xu1";"ㄅㄨˋ　ㄒㄩ";"1";"不需";"2005/9/9 00:00:00"
"051673";"tan2 lun4";"ㄊㄢˊ　ㄌㄨㄣˋ";"1";"談論";"2006/9/6 00:00:00"
"051674";"chuan2 ran3";"ㄔㄨㄢˊ　ㄖㄢˇ";"1";"傳染";"2005/9/9 00:00:00"
"051675";"jia3";"ㄐㄧㄚˇ";"1";"甲";"2006/4/28 00:00:00"
"051677";"fei4";"ㄈㄟˋ";"1";"費";"2005/11/23 00:00:00"
"051678";"shun4 bian4";"ㄕㄨㄣˋ　ㄅㄧㄢˋ";"1";"順便";"2006/6/28 00:00:00"
"051679";"shuo1 lai2";"ㄕㄨㄛ　ㄌㄞˊ";"1";"說來";"2010/2/4 00:00:00"
"051681";"cong2 bu4";"ㄘㄨㄥˊ　ㄅㄨˋ";"1";"從不";"2005/9/9 00:00:00"
"051682";"pai2";"ㄆㄞˊ";"1";"排";"2008/11/21 00:00:00"
"051683";"fu4";"ㄈㄨˋ";"1";"富";"2006/2/10 00:00:00"
"051684";"you2";"ㄧㄡˊ";"1";"猶";"2006/7/19 00:00:00"
"051686";"cun4";"ㄘㄨㄣˋ";"1";"吋";"2006/6/28 00:00:00"
"051687";"zhou1";"ㄓㄡ";"1";"周";"2005/12/21 00:00:00"
"051688";"du2 zi4";"ㄉㄨˊ　ㄗˋ";"1";"獨自";"2005/12/21 00:00:00"
"051689";"bu4 ke3 yi3";"ㄅㄨˋ　ㄎㄜˇ　ㄧˇ";"1";"不可以";"2005/9/9 00:00:00"
"051690";"nian4";"ㄋㄧㄢˋ";"1";"廿";"2005/8/10 00:00:00"
"051691";"chuan2 di4";"ㄔㄨㄢˊ　ㄉㄧˋ";"1";"傳遞";"2005/9/9 00:00:00"
"051692";"bi1";"ㄅㄧ";"1";"逼";"2006/7/5 00:00:00"
"051693";"ji4 hua4";"ㄐㄧˋ　ㄏㄨㄚˋ";"1";"計劃";"2005/12/21 00:00:00"
"051694";"bu4 mian3";"ㄅㄨˋ　ㄇㄧㄢˇ";"1";"不免";"2005/9/9 00:00:00"
"051695";"fu4";"ㄈㄨˋ";"1";"副";"2006/1/4 00:00:00"
"051698";"fen1 cheng2";"ㄈㄣ　ㄔㄥˊ";"1";"分成";"2005/11/4 00:00:00"
"051699";"bao4 yuan4";"ㄅㄠˋ　ㄩㄢˋ";"1";"抱怨";"2005/12/21 00:00:00"
"051702";"han3";"ㄏㄢˇ";"1";"喊";"2006/7/19 00:00:00"
"051703";"fang2 zhi3";"ㄈㄤˊ　ㄓˇ";"1";"防止";"2006/6/28 00:00:00"
"051707";"bao4 gao4";"ㄅㄠˋ　ㄍㄠˋ";"1";"報告";"2005/12/21 00:00:00"
"051710";"li3 jie3";"ㄌㄧˇ　ㄐㄧㄝˇ";"1";"理解";NULL
"051711";"xing2 rong2";"ㄒㄧㄥˊ　ㄖㄨㄥˊ";"1";"形容";"2006/9/6 00:00:00"
"051712";"jiao4 zuo4";"ㄐㄧㄠˋ　ㄗㄨㄛˋ";"1";"叫做";"2005/9/9 00:00:00"
